[2025-06-27 12:57:45]  KeyloggerHunterAI initialized.
[2025-06-27 13:34:13]  Suspicious process detected: startmenuexperiencehost.exe (C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe)
[2025-06-27 13:34:13]  Suspicious process detected: widgetservice.exe (C:\Program Files\WindowsApps\Microsoft.WidgetsPlatformRuntime_1.6.9.0_x64__8wekyb3d8bbwe\WidgetService\WidgetService.exe)
[2025-06-27 13:34:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:13]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:13]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:13]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:13]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:14]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:14]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:14]  Suspicious process detected: adobecollabsync.exe (C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe)
[2025-06-27 13:34:14]  Suspicious process detected: dcshelper.exe (C:\ProgramData\DatacardService\DCSHelper.exe)
[2025-06-27 13:34:14]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:14]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:14]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:14]  Suspicious process detected: lanwlanwwanswitchingserviceuwp.exe (C:\Windows\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_a22c6a91e05f8cee\LanWlanWwanSwitchingServiceUWP.exe)
[2025-06-27 13:34:14]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:14]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:15]  Suspicious process detected: synamonapp.exe (C:\Windows\System32\SynaMonApp.exe)
[2025-06-27 13:34:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:15]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-06-27 13:34:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:15]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:15]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:15]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:16]  Suspicious process detected: igfxem.exe (C:\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_cbb03399d84fb105\igfxEM.exe)
[2025-06-27 13:34:16]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:16]  Suspicious process detected: searchindexer.exe (C:\Windows\System32\SearchIndexer.exe)
[2025-06-27 13:34:16]  Suspicious process detected: sihost.exe (C:\Windows\System32\sihost.exe)
[2025-06-27 13:34:16]  Suspicious process detected: vmcompute.exe (C:\Windows\System32\vmcompute.exe)
[2025-06-27 13:34:16]  Suspicious process detected: syntphelper.exe (C:\Program Files\Synaptics\SynTP\SynTPHelper.exe)
[2025-06-27 13:34:16]  Suspicious process detected: crashpad_handler.exe (C:\Program Files\TeamViewer\crashpad_handler.exe)
[2025-06-27 13:34:16]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:16]  Suspicious process detected: ouc.exe (C:\ProgramData\Safaricom Broadband\OnlineUpdate\ouc.exe)
[2025-06-27 13:34:17]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:17]  Suspicious process detected: securityhealthservice.exe (C:\Windows\System32\SecurityHealthService.exe)
[2025-06-27 13:34:17]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:17]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:17]  Suspicious process detected: aggregatorhost.exe (C:\Windows\System32\AggregatorHost.exe)
[2025-06-27 13:34:17]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:17]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:17]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:18]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:18]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:18]  Suspicious process detected: nissrv.exe (C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\NisSrv.exe)
[2025-06-27 13:34:18]  Suspicious process detected: zwebview2agent.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\zWebview2Agent.exe)
[2025-06-27 13:34:18]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:18]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:18]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:19]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:19]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:19]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:19]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:19]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:19]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:19]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:19]  Suspicious process detected: applicationframehost.exe (C:\Windows\System32\ApplicationFrameHost.exe)
[2025-06-27 13:34:19]  Suspicious process detected: wlanext.exe (C:\Windows\System32\wlanext.exe)
[2025-06-27 13:34:20]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:20]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:20]  Suspicious process detected: taskhostw.exe (C:\Windows\System32\taskhostw.exe)
[2025-06-27 13:34:20]  Suspicious process detected: systemsettings.exe (C:\Windows\ImmersiveControlPanel\SystemSettings.exe)
[2025-06-27 13:34:20]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:20]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:20]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:20]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:21]  Suspicious process detected: powershell.exe (C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe)
[2025-06-27 13:34:21]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:21]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:21]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-06-27 13:34:21]  Suspicious process detected: windowspackagemanagerserver.exe (C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.25.390.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe)
[2025-06-27 13:34:21]  Suspicious process detected: zoom.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\Zoom.exe)
[2025-06-27 13:34:21]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:21]  Suspicious process detected: shellexperiencehost.exe (C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe)
[2025-06-27 13:34:21]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:21]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:21]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:21]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:22]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:22]  Suspicious process detected: whatsapp.exe (C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2524.4.0_x64__cv1g1gvanyjgm\WhatsApp.exe)
[2025-06-27 13:34:22]  Suspicious process detected: officeclicktorun.exe (C:\Program Files\Common Files\microsoft shared\ClickToRun\OfficeClickToRun.exe)
[2025-06-27 13:34:22]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:22]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:22]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:22]  Suspicious process detected: runtimebroker.exe (C:\Windows\System32\RuntimeBroker.exe)
[2025-06-27 13:34:22]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:22]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:23]  Suspicious process detected: snippingtool.exe (C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2503.29.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe)
[2025-06-27 13:34:23]  Suspicious process detected: powershell.exe (C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe)
[2025-06-27 13:34:23]  Suspicious process detected: ngciso.exe (C:\Windows\System32\NgcIso.exe)
[2025-06-27 13:34:23]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:23]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:23]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:23]  Suspicious process detected: powershell.exe (C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe)
[2025-06-27 13:34:23]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:23]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:23]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:23]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-06-27 13:34:23]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:23]  Suspicious process detected: python.exe (C:\Users\USER\AppData\Local\Programs\Python\Python313\python.exe)
[2025-06-27 13:34:23]  Suspicious process detected: searchfilterhost.exe (C:\Windows\System32\SearchFilterHost.exe)
[2025-06-27 13:34:24]  Suspicious process detected: shellhost.exe (C:\Windows\System32\ShellHost.exe)
[2025-06-27 13:34:24]  Suspicious process detected: searchprotocolhost.exe (C:\Windows\System32\SearchProtocolHost.exe)
[2025-06-27 13:34:24]  Suspicious process detected: python.exe (C:\Users\USER\Documents\reuben\keyloggerHunterAI\.venv\Scripts\python.exe)
[2025-06-27 13:34:24]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:24]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-06-27 13:34:24]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-06-27 13:34:24]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:24]  Suspicious process detected: zoom.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\Zoom.exe)
[2025-06-27 13:34:24]  Suspicious process detected: code.exe (C:\Users\USER\AppData\Local\Programs\Microsoft VS Code\Code.exe)
[2025-06-27 13:34:24]  Suspicious process detected: wmiprvse.exe (C:\Windows\System32\wbem\WmiPrvSE.exe)
[2025-06-27 13:34:24]  Suspicious process detected: pet.exe (C:\Users\USER\.vscode\extensions\ms-python.python-2025.8.0-win32-x64\python-env-tools\bin\pet.exe)
[2025-06-27 13:34:24]  Suspicious process detected: conhost.exe (C:\Windows\System32\conhost.exe)
[2025-06-27 13:34:24]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:24]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:34:56]  Suspicious process detected: csrss.exe (C:\Windows\System32\csrss.exe)
[2025-06-27 13:34:57]  Suspicious process detected: smss.exe (C:\Windows\System32\smss.exe)
[2025-06-27 13:34:57]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:57]  Suspicious process detected: csrss.exe (C:\Windows\System32\csrss.exe)
[2025-06-27 13:34:57]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:57]  Suspicious process detected: wininit.exe (C:\Windows\System32\wininit.exe)
[2025-06-27 13:34:57]  Suspicious process detected: winlogon.exe (C:\Windows\System32\winlogon.exe)
[2025-06-27 13:34:57]  Suspicious process detected: services.exe (C:\Windows\System32\services.exe)
[2025-06-27 13:34:57]  Suspicious process detected: lsaiso.exe (C:\Windows\System32\LsaIso.exe)
[2025-06-27 13:34:57]  Registry persistence flag: OneDrive -> "C:\Program Files\Microsoft OneDrive\OneDrive.exe" /background in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:57]  Registry persistence flag: MicrosoftEdgeAutoLaunch_28CC4C91291F97998E40A29656715B1C -> "C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe" --win-session-start in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:57]  Suspicious process detected: lsass.exe (C:\Windows\System32\lsass.exe)
[2025-06-27 13:34:57]  Registry persistence flag: eo-miner -> "C:\Users\USER\AppData\Local\Programs\eo-miner\eo-miner.exe" --hidden in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:34:58]  Registry persistence flag: eo-miner -> "C:\Users\USER\AppData\Local\Programs\eo-miner\eo-miner.exe" --hidden in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: utweb -> "C:\Users\USER\AppData\Roaming\uTorrent Web\utweb.exe" /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: utweb -> "C:\Users\USER\AppData\Roaming\uTorrent Web\utweb.exe" /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: utweb -> "C:\Users\USER\AppData\Roaming\uTorrent Web\utweb.exe" /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: wudfhost.exe (C:\Windows\System32\WUDFHost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: ut -> "C:\Users\USER\AppData\Roaming\uTorrent\uTorrent.exe"  /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: fontdrvhost.exe (C:\Windows\System32\fontdrvhost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: ut -> "C:\Users\USER\AppData\Roaming\uTorrent\uTorrent.exe"  /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: fontdrvhost.exe (C:\Windows\System32\fontdrvhost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: ut -> "C:\Users\USER\AppData\Roaming\uTorrent\uTorrent.exe"  /MINIMIZED in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: AvastBrowserAutoLaunch_AB5B36DAA96B20B6C16997EBB1285031 -> "C:\Program Files\AVAST Software\Browser\Application\AvastBrowser.exe" --check-run=src=logon --auto-launch-at-startup --profile-directory="Default" in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:58]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:58]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:58]  Registry persistence flag: AvastBrowserAutoLaunch_AB5B36DAA96B20B6C16997EBB1285031 -> "C:\Program Files\AVAST Software\Browser\Application\AvastBrowser.exe" --check-run=src=logon --auto-launch-at-startup --profile-directory="Default" in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:59]  Suspicious process detected: wudfhost.exe (C:\Windows\System32\WUDFHost.exe)
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Registry persistence flag: WindowsHelper -> C:\Users\Public\worm.py in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Registry persistence flag: SecurityHealth -> %windir%\system32\SecurityHealthSystray.exe in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Suspicious process detected: zoom.exe (C:\Users\USER\AppData\Roaming\Zoom\bin\Zoom.exe)
[2025-06-27 13:34:59]  Registry persistence flag: SecurityHealth -> %windir%\system32\SecurityHealthSystray.exe in Software\Microsoft\Windows\CurrentVersion\Run
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Registry persistence flag: ExcludeProfileDirs -> AppData\Local;AppData\LocalLow;$Recycle.Bin;OneDrive;Work Folders in Software\Microsoft\Windows NT\CurrentVersion\Winlogon
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Suspicious process detected: dwm.exe (C:\Windows\System32\dwm.exe)
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:34:59]  Suspicious process detected: intelcphdcpsvc.exe (C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_4e41a1e74551d4db\IntelCpHDCPSvc.exe)
[2025-06-27 13:34:59]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: intelcphecisvc.exe (C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_4e41a1e74551d4db\IntelCpHeciSvc.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: audiodg.exe (C:\Windows\System32\audiodg.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:00]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: imsctadn.exe (C:\Program Files (x86)\IObit\Driver Booster\10.5.0\Pub\imsctadn.exe)
[2025-06-27 13:35:01]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:35:01]  Suspicious process detected: vmms.exe (C:\Windows\System32\vmms.exe)
[2025-06-27 13:35:01]  Suspicious process detected: msedge.exe (C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe)
[2025-06-27 13:35:01]  Suspicious process detected: smartaudio3.exe (C:\Program Files\CONEXANT\SA3\HP-NB-AIO\SmartAudio3.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:01]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: igfxcuiservice.exe (C:\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_cbb03399d84fb105\igfxCUIService.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:02]  Suspicious process detected: rssyncsvc.exe (C:\Program Files\ReasonLabs\Common\rsSyncSvc.exe)
[2025-06-27 13:35:02]  Suspicious process detected: hotkeyserviceuwp.exe (C:\Windows\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_a22c6a91e05f8cee\HotKeyServiceUWP.exe)
[2025-06-27 13:35:02]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:35:03]  Suspicious process detected: msedgewebview2.exe (C:\Program Files (x86)\Microsoft\EdgeWebView\Application\137.0.3296.93\msedgewebview2.exe)
[2025-06-27 13:35:03]  Suspicious process detected: hpaudioanalytics.exe (C:\Windows\System32\DriverStore\FileRepository\hpqkbsoftwarecompnent.inf_amd64_a22c6a91e05f8cee\HPAudioAnalytics.exe)
[2025-06-27 13:35:03]  Suspicious process detected: crossdeviceresume.exe (C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\CrossDeviceResume.exe)
[2025-06-27 13:35:03]  Suspicious process detected: msmpeng.exe (C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MsMpEng.exe)
[2025-06-27 13:35:03]  Suspicious process detected: mpdefendercoreservice.exe (C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25050.5-0\MpDefenderCoreService.exe)
[2025-06-27 13:35:03]  Suspicious process detected: flow.exe (C:\Program Files\CONEXANT\Flow\Flow.exe)
[2025-06-27 13:35:03]  Suspicious process detected: adobecollabsync.exe (C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe)
[2025-06-27 13:35:03]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:03]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: syntpenh.exe (C:\Program Files\Synaptics\SynTP\SynTPEnh.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
[2025-06-27 13:35:04]  Suspicious process detected: svchost.exe (C:\Windows\System32\svchost.exe)
